recall,precision,f1,num_errors,num_reported_errors,num_correct_reported_errors,dirty_file,clean_file,dataset,prompt,error_type,num_differences
0.3728448275862069,0.02796185550347503,0.052022252292888295,464,6187,173,./new_datasets/players/players_domain.csv,./new_datasets/players/players_clean.csv,players,column,domain,463
0.34913793103448276,0.029326574945691526,0.05410821643286573,464,5524,162,./new_datasets/players/players_domain.csv,./new_datasets/players/players_clean.csv,players,metadata,domain,463
