recall,precision,f1,num_errors,num_reported_errors,num_correct_reported_errors,dirty_file,clean_file,dataset,prompt,error_type,num_differences
0.26013513513513514,0.02631578947368421,0.047796399751707005,592,5852,154,./new_datasets/players/players_fn.csv,./new_datasets/players/players_clean.csv,players,column,fn,424
0.3821376281112738,0.043507251208534756,0.07812032325651003,683,5999,261,./new_datasets/players/players_fn.csv,./new_datasets/players/players_clean.csv,players,metadata,fn,424
